#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,update_ops,18004367
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,update_lat,7842.674085792631
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,runtime,73655
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,throughput,665263.7295499287
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,total_gc_time_%,29.27703482451972
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,load,15223095295
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,used_mem_mb_min,72
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,used_mem_mb_max,6720
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,main_gc_count,122
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,main_gc_time_ms,19663
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,transaction,56648007679
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,load_gc_time_ms,1885
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,read_ops,24000408
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,read_lat,12231.72081699611
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,init,1624989695
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,load_gc_count,24
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,cleanup,548257791
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,insert_ops,1000000
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,insert_lat,91598.655618
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r1,update_ops,23999592
